date,filename,filename_id,fish_detected,confidence,actual_class,predicted_class,reason
2025-01-07,2025-01-07_11_12_24_(18631)_mackerel_input.jpeg,(18631)_(1),2,[    0.94048     0.95085],Good,Good,0.984367
2025-01-07,2025-01-07_11_12_24_(18631)_mackerel_input.jpeg,(18631)_(2),2,[    0.94048     0.95085],Good,Good,0.9524888
2025-01-07,2025-01-07_11_01_23_(18582)_mackerel_input.jpeg,(18582)_(1),2,[    0.95413     0.95218],Good,Good,0.9887917
2025-01-07,2025-01-07_11_01_23_(18582)_mackerel_input.jpeg,(18582)_(2),2,[    0.95413     0.95218],Good,Good,0.96744454
2025-01-07,2025-01-07_11_06_14_(18608)_mackerel_input.jpeg,(18608)_(1),2,[    0.95485     0.94531],Good,Good,0.98387176
2025-01-07,2025-01-07_11_06_14_(18608)_mackerel_input.jpeg,(18608)_(2),2,[    0.95485     0.94531],Good,Good,0.98635745
2025-01-07,2025-01-07_11_04_24_(18597)_mackerel_input.jpeg,(18597)_(1),2,[    0.93737       0.948],Good,Good,0.9819855
2025-01-07,2025-01-07_11_04_24_(18597)_mackerel_input.jpeg,(18597)_(2),2,[    0.93737       0.948],Good,Good,0.9758491
2025-01-07,2025-01-07_11_03_10_(18591)_mackerel_input.jpeg,(18591)_(1),2,[    0.95712     0.95394],Good,Good,0.9682831
2025-01-07,2025-01-07_11_03_10_(18591)_mackerel_input.jpeg,(18591)_(2),2,[    0.95712     0.95394],Good,Good,0.98554444
2025-01-07,2025-01-07_11_06_49_(18611)_mackerel_input.jpeg,(18611)_(1),2,[    0.94259     0.94537],Good,Good,0.9702305
2025-01-07,2025-01-07_11_06_49_(18611)_mackerel_input.jpeg,(18611)_(2),2,[    0.94259     0.94537],Good,Good,0.95641106
2025-01-07,2025-01-07_11_10_26_(18620)_mackerel_input.jpeg,(18620)_(1),2,[    0.95352     0.94741],Good,Good,0.9873601
2025-01-07,2025-01-07_11_10_26_(18620)_mackerel_input.jpeg,(18620)_(2),2,[    0.95352     0.94741],Good,Good,0.98568064
2025-01-07,2025-01-07_11_10_36_(18621)_mackerel_input.jpeg,(18621)_(1),2,[    0.95325     0.94057],Good,Good,0.9793214
2025-01-07,2025-01-07_11_10_36_(18621)_mackerel_input.jpeg,(18621)_(2),2,[    0.95325     0.94057],Good,Good,0.97925794
2025-01-07,2025-01-07_11_00_49_(18578)_mackerel_input.jpeg,(18578)_(1),2,[    0.96004     0.94714],Good,Good,0.9238856
2025-01-07,2025-01-07_11_00_49_(18578)_mackerel_input.jpeg,(18578)_(2),2,[    0.96004     0.94714],Good,Good,0.9312308
2025-01-07,2025-01-07_11_01_14_(18581)_mackerel_input.jpeg,(18581)_(1),2,[    0.94116     0.95616],Good,Good,0.9883704
2025-01-07,2025-01-07_11_01_14_(18581)_mackerel_input.jpeg,(18581)_(2),2,[    0.94116     0.95616],Good,Good,0.9899608
2025-01-07,2025-01-07_10_56_54_(18562)_mackerel_input.jpeg,(18562)_(1),2,[    0.94492     0.94962],Good,Good,0.98267674
2025-01-07,2025-01-07_10_56_54_(18562)_mackerel_input.jpeg,(18562)_(2),2,[    0.94492     0.94962],Good,Good,0.90606546
2025-01-07,2025-01-07_11_01_40_(18584)_mackerel_input.jpeg,(18584)_(1),2,[    0.94997     0.92603],Good,Good,0.88406515
2025-01-07,2025-01-07_11_01_40_(18584)_mackerel_input.jpeg,(18584)_(2),2,[    0.94997     0.92603],Good,Good,0.96333224
2025-01-07,2025-01-07_10_58_43_(18568)_mackerel_input.jpeg,(18568)_(1),2,[    0.94828     0.94767],Good,Good,0.93641317
2025-01-07,2025-01-07_10_58_43_(18568)_mackerel_input.jpeg,(18568)_(2),2,[    0.94828     0.94767],Good,Good,0.975856
2025-01-07,2025-01-07_10_59_01_(18570)_mackerel_input.jpeg,(18570)_(1),2,[      0.944     0.94957],Good,Good,0.9879256
2025-01-07,2025-01-07_10_59_01_(18570)_mackerel_input.jpeg,(18570)_(2),2,[      0.944     0.94957],Good,Good,0.2735649
2025-01-07,2025-01-07_10_55_13_(18556)_mackerel_input.jpeg,(18556)_(1),2,[    0.95187     0.94953],Good,Good,0.9505661
2025-01-07,2025-01-07_10_55_13_(18556)_mackerel_input.jpeg,(18556)_(2),2,[    0.95187     0.94953],Good,Good,0.9486233
2025-01-07,2025-01-07_11_11_00_(18623)_mackerel_input.jpeg,(18623)_(1),2,[    0.95156     0.95168],Good,Good,0.98558146
2025-01-07,2025-01-07_11_11_00_(18623)_mackerel_input.jpeg,(18623)_(2),2,[    0.95156     0.95168],Good,Good,0.9730785
2025-01-07,2025-01-07_11_10_14_(18619)_mackerel_input.jpeg,(18619)_(1),2,[    0.93371     0.93734],Good,Good,0.98817295
2025-01-07,2025-01-07_11_10_14_(18619)_mackerel_input.jpeg,(18619)_(2),2,[    0.93371     0.93734],Good,Good,0.9858565
2025-01-07,2025-01-07_10_57_20_(18564)_mackerel_input.jpeg,(18564)_(1),2,[    0.94593     0.95474],Good,Good,0.93687314
2025-01-07,2025-01-07_10_57_20_(18564)_mackerel_input.jpeg,(18564)_(2),2,[    0.94593     0.95474],Good,Good,0.94540954
2025-01-07,2025-01-07_10_56_29_(18559)_mackerel_input.jpeg,(18559)_(1),2,[     0.9376     0.95259],Good,Good,0.871904
2025-01-07,2025-01-07_10_56_29_(18559)_mackerel_input.jpeg,(18559)_(2),2,[     0.9376     0.95259],Good,Good,0.98526424
2025-01-07,2025-01-07_10_53_08_(18546)_mackerel_input.jpeg,(18546)_(1),2,[    0.94782     0.94196],Good,Good,0.98033786
2025-01-07,2025-01-07_10_53_08_(18546)_mackerel_input.jpeg,(18546)_(2),2,[    0.94782     0.94196],Good,Good,0.96937215
2025-01-07,2025-01-07_10_59_47_(18575)_mackerel_input.jpeg,(18575)_(1),2,[    0.94587     0.94534],Good,Good,0.9642602
2025-01-07,2025-01-07_10_59_47_(18575)_mackerel_input.jpeg,(18575)_(2),2,[    0.94587     0.94534],Good,Good,0.97622025
2025-01-07,2025-01-07_11_00_05_(18577)_mackerel_input.jpeg,(18577)_(1),2,[    0.94179     0.93521],Good,Good,0.92487586
2025-01-07,2025-01-07_11_00_05_(18577)_mackerel_input.jpeg,(18577)_(2),2,[    0.94179     0.93521],Good,Good,0.97881037
2025-01-07,2025-01-07_11_00_58_(18579)_mackerel_input.jpeg,(18579)_(1),2,[    0.94912     0.94923],Good,Good,0.7451227
2025-01-07,2025-01-07_11_00_58_(18579)_mackerel_input.jpeg,(18579)_(2),2,[    0.94912     0.94923],Good,Good,0.93543816
2025-01-07,2025-01-07_10_51_26_(18541)_mackerel_input.jpeg,(18541)_(1),2,[    0.92352     0.93964],Good,Good,0.98207766
2025-01-07,2025-01-07_10_51_26_(18541)_mackerel_input.jpeg,(18541)_(2),2,[    0.92352     0.93964],Good,Good,0.7896333
2025-01-07,2025-01-07_11_06_37_(18610)_mackerel_input.jpeg,(18610)_(1),2,[    0.96202     0.94268],Good,Good,0.98541427
2025-01-07,2025-01-07_11_06_37_(18610)_mackerel_input.jpeg,(18610)_(2),2,[    0.96202     0.94268],Good,Good,0.96286273
2025-01-07,2025-01-07_10_53_33_(18549)_mackerel_input.jpeg,(18549)_(1),2,[    0.95066     0.94501],Good,Good,0.9834641
2025-01-07,2025-01-07_10_53_33_(18549)_mackerel_input.jpeg,(18549)_(2),2,[    0.95066     0.94501],Good,Good,0.46167523
2025-01-07,2025-01-07_11_14_04_(18641)_mackerel_input.jpeg,(18641)_(1),2,[    0.94384     0.94142],Good,Good,0.94855255
2025-01-07,2025-01-07_11_14_04_(18641)_mackerel_input.jpeg,(18641)_(2),2,[    0.94384     0.94142],Good,Good,0.984584
2025-01-07,2025-01-07_11_12_52_(18634)_mackerel_input.jpeg,(18634)_(1),2,[    0.95631     0.94952],Good,Good,0.9725412
2025-01-07,2025-01-07_11_12_52_(18634)_mackerel_input.jpeg,(18634)_(2),2,[    0.95631     0.94952],Good,Good,0.95621043
2025-01-07,2025-01-07_11_13_54_(18639)_mackerel_input.jpeg,(18639)_(1),2,[    0.94024     0.94479],Good,Good,0.98525256
2025-01-07,2025-01-07_11_13_54_(18639)_mackerel_input.jpeg,(18639)_(2),2,[    0.94024     0.94479],Good,Good,0.97494143
2025-01-07,2025-01-07_11_05_13_(18602)_mackerel_input.jpeg,(18602)_(1),2,[    0.95451     0.95464],Good,Good,0.96621054
2025-01-07,2025-01-07_11_05_13_(18602)_mackerel_input.jpeg,(18602)_(2),2,[    0.95451     0.95464],Good,Good,0.95388347
2025-01-07,2025-01-07_11_12_33_(18632)_mackerel_input.jpeg,(18632)_(1),2,[      0.942     0.94938],Good,Good,0.89454573
2025-01-07,2025-01-07_11_12_33_(18632)_mackerel_input.jpeg,(18632)_(2),2,[      0.942     0.94938],Good,Good,0.98657244
2025-01-07,2025-01-07_11_11_10_(18624)_mackerel_input.jpeg,(18624)_(1),2,[    0.94445     0.95481],Good,Good,0.7471771
2025-01-07,2025-01-07_11_11_10_(18624)_mackerel_input.jpeg,(18624)_(2),2,[    0.94445     0.95481],Good,Good,0.92296803
2025-01-07,2025-01-07_10_58_53_(18569)_mackerel_input.jpeg,(18569)_(1),2,[    0.95081     0.95778],Good,Good,0.98107165
2025-01-07,2025-01-07_10_58_53_(18569)_mackerel_input.jpeg,(18569)_(2),2,[    0.95081     0.95778],Good,Good,0.93440473
2025-01-07,2025-01-07_11_04_35_(18598)_mackerel_input.jpeg,(18598)_(1),2,[    0.94484     0.94591],Good,Good,0.9850688
2025-01-07,2025-01-07_11_04_35_(18598)_mackerel_input.jpeg,(18598)_(2),2,[    0.94484     0.94591],Good,Good,0.98539704
2025-01-07,2025-01-07_11_10_06_(18618)_mackerel_input.jpeg,(18618)_(1),2,[    0.94771     0.95893],Good,Good,0.9014159
2025-01-07,2025-01-07_11_10_06_(18618)_mackerel_input.jpeg,(18618)_(2),2,[    0.94771     0.95893],Good,Good,0.98283285
2025-01-07,2025-01-07_11_02_25_(18586)_mackerel_input.jpeg,(18586)_(1),2,[    0.93914     0.95047],Good,Good,0.94321936
2025-01-07,2025-01-07_11_02_25_(18586)_mackerel_input.jpeg,(18586)_(2),2,[    0.93914     0.95047],Good,Good,0.9735778
2025-01-07,2025-01-07_10_57_47_(18565)_mackerel_input.jpeg,(18565)_(1),2,[    0.93874      0.9269],Good,Good,0.9500407
2025-01-07,2025-01-07_10_57_47_(18565)_mackerel_input.jpeg,(18565)_(2),2,[    0.93874      0.9269],Good,Good,0.98991203
2025-01-07,2025-01-07_11_05_57_(18606)_mackerel_input.jpeg,(18606)_(1),2,[    0.94448     0.95076],Good,Good,0.9766618
2025-01-07,2025-01-07_11_05_57_(18606)_mackerel_input.jpeg,(18606)_(2),2,[    0.94448     0.95076],Good,Good,0.9645021
2025-01-07,2025-01-07_11_11_53_(18628)_mackerel_input.jpeg,(18628)_(1),2,[     0.9465      0.9382],Good,Good,0.8740654
2025-01-07,2025-01-07_11_11_53_(18628)_mackerel_input.jpeg,(18628)_(2),2,[     0.9465      0.9382],Good,Good,0.9666359
2025-01-07,2025-01-07_10_54_42_(18552)_mackerel_input.jpeg,(18552)_(1),2,[    0.95837     0.95657],Good,Good,0.9753027
2025-01-07,2025-01-07_10_54_42_(18552)_mackerel_input.jpeg,(18552)_(2),2,[    0.95837     0.95657],Good,Good,0.9868082
2025-01-07,2025-01-07_10_53_25_(18548)_mackerel_input.jpeg,(18548)_(1),2,[    0.95093     0.96009],Good,Good,0.9799007
2025-01-07,2025-01-07_10_53_25_(18548)_mackerel_input.jpeg,(18548)_(2),2,[    0.95093     0.96009],Good,Good,0.96612334
2025-01-07,2025-01-07_11_10_46_(18622)_mackerel_input.jpeg,(18622)_(1),2,[    0.94367     0.93905],Good,Good,0.98788667
2025-01-07,2025-01-07_11_10_46_(18622)_mackerel_input.jpeg,(18622)_(2),2,[    0.94367     0.93905],Good,Good,0.9761517
2025-01-07,2025-01-07_11_05_47_(18605)_mackerel_input.jpeg,(18605)_(1),2,[    0.94618     0.94478],Good,Good,0.9777276
2025-01-07,2025-01-07_11_05_47_(18605)_mackerel_input.jpeg,(18605)_(2),2,[    0.94618     0.94478],Good,Good,0.97802436
2025-01-07,2025-01-07_10_54_30_(18550)_mackerel_input.jpeg,(18550)_(1),2,[    0.93971     0.94226],Good,Good,0.9641168
2025-01-07,2025-01-07_10_54_30_(18550)_mackerel_input.jpeg,(18550)_(2),2,[    0.93971     0.94226],Good,Good,0.98662585
2025-01-07,2025-01-07_11_02_42_(18588)_mackerel_input.jpeg,(18588)_(1),2,[    0.93912     0.94591],Good,Good,0.9814688
2025-01-07,2025-01-07_11_02_42_(18588)_mackerel_input.jpeg,(18588)_(2),2,[    0.93912     0.94591],Good,Good,0.9297172
2025-01-07,2025-01-07_10_56_39_(18560)_mackerel_input.jpeg,(18560)_(1),2,[    0.95223     0.94291],Good,Good,0.97138435
2025-01-07,2025-01-07_10_56_39_(18560)_mackerel_input.jpeg,(18560)_(2),2,[    0.95223     0.94291],Good,Good,0.9525591
2025-01-07,2025-01-07_10_52_36_(18542)_mackerel_input.jpeg,(18542)_(1),2,[    0.94694     0.94536],Good,Good,0.98080677
2025-01-07,2025-01-07_10_52_36_(18542)_mackerel_input.jpeg,(18542)_(2),2,[    0.94694     0.94536],Good,Good,0.98952734
2025-01-07,2025-01-07_11_13_28_(18638)_mackerel_input.jpeg,(18638)_(1),2,[    0.94897     0.93989],Good,Good,0.9627945
2025-01-07,2025-01-07_11_13_28_(18638)_mackerel_input.jpeg,(18638)_(2),2,[    0.94897     0.93989],Good,Good,0.98304653
2025-01-07,2025-01-07_10_55_28_(18558)_mackerel_input.jpeg,(18558)_(1),2,[    0.93918     0.95209],Good,Good,0.9531421
2025-01-07,2025-01-07_10_55_28_(18558)_mackerel_input.jpeg,(18558)_(2),2,[    0.93918     0.95209],Good,Good,0.9607329
2025-01-07,2025-01-07_11_01_47_(18585)_mackerel_input.jpeg,(18585)_(1),2,[    0.94097     0.94346],Good,Good,0.98127574
2025-01-07,2025-01-07_11_01_47_(18585)_mackerel_input.jpeg,(18585)_(2),2,[    0.94097     0.94346],Good,Good,0.95200145
2025-01-07,2025-01-07_11_02_32_(18587)_mackerel_input.jpeg,(18587)_(1),2,[    0.95212     0.93953],Good,Good,0.9687125
2025-01-07,2025-01-07_11_02_32_(18587)_mackerel_input.jpeg,(18587)_(2),2,[    0.95212     0.93953],Good,Bad,Softness-0.15243452787399292
2025-01-07,2025-01-07_10_55_06_(18555)_mackerel_input.jpeg,(18555)_(1),2,[    0.93265     0.94336],Good,Good,0.98274434
2025-01-07,2025-01-07_10_55_06_(18555)_mackerel_input.jpeg,(18555)_(2),2,[    0.93265     0.94336],Good,Good,0.9815632
2025-01-07,2025-01-07_11_13_09_(18636)_mackerel_input.jpeg,(18636)_(1),2,[    0.95184     0.95181],Good,Good,0.98666984
2025-01-07,2025-01-07_11_13_09_(18636)_mackerel_input.jpeg,(18636)_(2),2,[    0.95184     0.95181],Good,Good,0.94771314
2025-01-07,2025-01-07_10_51_00_(18537)_mackerel_input.jpeg,(18537)_(1),2,[    0.94815     0.94836],Good,Good,0.3742252
2025-01-07,2025-01-07_10_51_00_(18537)_mackerel_input.jpeg,(18537)_(2),2,[    0.94815     0.94836],Good,Good,0.88005364
2025-01-07,2025-01-07_11_02_58_(18590)_mackerel_input.jpeg,(18590)_(1),2,[    0.95748     0.95626],Good,Good,0.9748289
2025-01-07,2025-01-07_11_02_58_(18590)_mackerel_input.jpeg,(18590)_(2),2,[    0.95748     0.95626],Good,Good,0.94785345
2025-01-07,2025-01-07_10_59_30_(18573)_mackerel_input.jpeg,(18573)_(1),2,[    0.94789     0.94712],Good,Good,0.98482305
2025-01-07,2025-01-07_10_59_30_(18573)_mackerel_input.jpeg,(18573)_(2),2,[    0.94789     0.94712],Good,Good,0.96865094
2025-01-07,2025-01-07_11_06_25_(18609)_mackerel_input.jpeg,(18609)_(1),2,[    0.91817     0.94288],Good,Good,0.9876797
2025-01-07,2025-01-07_11_06_25_(18609)_mackerel_input.jpeg,(18609)_(2),2,[    0.91817     0.94288],Good,Good,0.87093955
2025-01-07,2025-01-07_10_52_49_(18544)_mackerel_input.jpeg,(18544)_(1),2,[     0.9531     0.94684],Good,Good,0.9779943
2025-01-07,2025-01-07_10_52_49_(18544)_mackerel_input.jpeg,(18544)_(2),2,[     0.9531     0.94684],Good,Good,0.9470794
2025-01-07,2025-01-07_10_59_38_(18574)_mackerel_input.jpeg,(18574)_(1),2,[     0.9442      0.9478],Good,Good,0.89298725
2025-01-07,2025-01-07_10_59_38_(18574)_mackerel_input.jpeg,(18574)_(2),2,[     0.9442      0.9478],Good,Good,0.97207195
2025-01-07,2025-01-07_11_05_05_(18601)_mackerel_input.jpeg,(18601)_(1),2,[    0.95152     0.95715],Good,Good,0.99040043
2025-01-07,2025-01-07_11_05_05_(18601)_mackerel_input.jpeg,(18601)_(2),2,[    0.95152     0.95715],Good,Good,0.859195
2025-01-07,2025-01-07_10_53_13_(18547)_mackerel_input.jpeg,(18547)_(1),2,[    0.94596     0.93864],Good,Good,0.98053586
2025-01-07,2025-01-07_10_53_13_(18547)_mackerel_input.jpeg,(18547)_(2),2,[    0.94596     0.93864],Good,Good,0.9900632
2025-01-07,2025-01-07_11_01_07_(18580)_mackerel_input.jpeg,(18580)_(1),2,[     0.9481     0.93084],Good,Good,0.9438508
2025-01-07,2025-01-07_11_01_07_(18580)_mackerel_input.jpeg,(18580)_(2),2,[     0.9481     0.93084],Good,Good,0.94420743
2025-01-07,2025-01-07_11_03_35_(18593)_mackerel_input.jpeg,(18593)_(1),2,[    0.94239     0.95136],Good,Good,0.9888909
2025-01-07,2025-01-07_11_03_35_(18593)_mackerel_input.jpeg,(18593)_(2),2,[    0.94239     0.95136],Good,Good,0.97499406
2025-01-07,2025-01-07_11_14_43_(18645)_mackerel_input.jpeg,(18645)_(1),2,[    0.95674     0.95318],Good,Good,0.9861326
2025-01-07,2025-01-07_11_14_43_(18645)_mackerel_input.jpeg,(18645)_(2),2,[    0.95674     0.95318],Good,Good,0.9879954
2025-01-07,2025-01-07_11_03_24_(18592)_mackerel_input.jpeg,(18592)_(1),2,[    0.94035      0.9395],Good,Good,0.9743664
2025-01-07,2025-01-07_11_03_24_(18592)_mackerel_input.jpeg,(18592)_(2),2,[    0.94035      0.9395],Good,Good,0.94594485
2025-01-07,2025-01-07_10_59_11_(18571)_mackerel_input.jpeg,(18571)_(1),2,[    0.94207     0.94673],Good,Good,0.9582451
2025-01-07,2025-01-07_10_59_11_(18571)_mackerel_input.jpeg,(18571)_(2),2,[    0.94207     0.94673],Good,Good,0.97172165
2025-01-07,2025-01-07_10_54_51_(18553)_mackerel_input.jpeg,(18553)_(1),2,[    0.94608     0.95792],Good,Good,0.90862566
2025-01-07,2025-01-07_10_54_51_(18553)_mackerel_input.jpeg,(18553)_(2),2,[    0.94608     0.95792],Good,Good,0.93751156
2025-01-07,2025-01-07_11_05_32_(18604)_mackerel_input.jpeg,(18604)_(1),2,[    0.94397     0.95349],Good,Good,0.7613421
2025-01-07,2025-01-07_11_05_32_(18604)_mackerel_input.jpeg,(18604)_(2),2,[    0.94397     0.95349],Good,Good,0.84176624
2025-01-07,2025-01-07_11_12_03_(18629)_mackerel_input.jpeg,(18629)_(1),2,[     0.9504      0.9539],Good,Good,0.9829393
2025-01-07,2025-01-07_11_12_03_(18629)_mackerel_input.jpeg,(18629)_(2),2,[     0.9504      0.9539],Good,Good,0.9739348
2025-01-07,2025-01-07_11_13_01_(18635)_mackerel_input.jpeg,(18635)_(1),2,[    0.94824     0.94962],Good,Good,0.9832105
2025-01-07,2025-01-07_11_13_01_(18635)_mackerel_input.jpeg,(18635)_(2),2,[    0.94824     0.94962],Good,Good,0.99007
2025-01-07,2025-01-07_11_02_49_(18589)_mackerel_input.jpeg,(18589)_(1),2,[    0.93521     0.94814],Good,Good,0.89843136
2025-01-07,2025-01-07_11_02_49_(18589)_mackerel_input.jpeg,(18589)_(2),2,[    0.93521     0.94814],Good,Good,0.9366526
2025-01-07,2025-01-07_11_09_31_(18615)_mackerel_input.jpeg,(18615)_(1),2,[    0.95561     0.93498],Good,Good,0.7548777
2025-01-07,2025-01-07_11_09_31_(18615)_mackerel_input.jpeg,(18615)_(2),2,[    0.95561     0.93498],Good,Bad,Softness-0.23872113227844238
2025-01-07,2025-01-07_11_09_45_(18616)_mackerel_input.jpeg,(18616)_(1),2,[    0.96019     0.94966],Good,Good,0.9778849
2025-01-07,2025-01-07_11_09_45_(18616)_mackerel_input.jpeg,(18616)_(2),2,[    0.96019     0.94966],Good,Good,0.9860154
2025-01-07,2025-01-07_11_13_18_(18637)_mackerel_input.jpeg,(18637)_(1),2,[    0.93706     0.95263],Good,Good,0.9632121
2025-01-07,2025-01-07_11_13_18_(18637)_mackerel_input.jpeg,(18637)_(2),2,[    0.93706     0.95263],Good,Good,0.9602739
2025-01-07,2025-01-07_11_04_57_(18600)_mackerel_input.jpeg,(18600)_(1),2,[    0.94379     0.93551],Good,Good,0.9662701
2025-01-07,2025-01-07_11_04_57_(18600)_mackerel_input.jpeg,(18600)_(2),2,[    0.94379     0.93551],Good,Good,0.9827055
2025-01-07,2025-01-07_10_57_11_(18563)_mackerel_input.jpeg,(18563)_(1),2,[    0.94519      0.9574],Good,Good,0.99057484
2025-01-07,2025-01-07_10_57_11_(18563)_mackerel_input.jpeg,(18563)_(2),2,[    0.94519      0.9574],Good,Good,0.8678322
2025-01-07,2025-01-07_10_55_20_(18557)_mackerel_input.jpeg,(18557)_(1),2,[    0.94921     0.94752],Good,Good,0.69479424
2025-01-07,2025-01-07_10_55_20_(18557)_mackerel_input.jpeg,(18557)_(2),2,[    0.94921     0.94752],Good,Good,0.9196276
2025-01-07,2025-01-07_10_57_55_(18566)_mackerel_input.jpeg,(18566)_(1),2,[    0.94291     0.95685],Good,Good,0.9637767
2025-01-07,2025-01-07_10_57_55_(18566)_mackerel_input.jpeg,(18566)_(2),2,[    0.94291     0.95685],Good,Good,0.9829843
2025-01-07,2025-01-07_11_14_35_(18644)_mackerel_input.jpeg,(18644)_(1),2,[    0.94565     0.94562],Good,Good,0.96752965
2025-01-07,2025-01-07_11_14_35_(18644)_mackerel_input.jpeg,(18644)_(2),2,[    0.94565     0.94562],Good,Bad,Softness-0.12254510074853897
2025-01-07,2025-01-07_11_14_27_(18643)_mackerel_input.jpeg,(18643)_(1),2,[    0.95493     0.95285],Good,Bad,Softness-0.22078104317188263
2025-01-07,2025-01-07_11_14_27_(18643)_mackerel_input.jpeg,(18643)_(2),2,[    0.95493     0.95285],Good,Good,0.98392713
2025-01-07,2025-01-07_11_03_53_(18595)_mackerel_input.jpeg,(18595)_(1),2,[    0.93347     0.94727],Good,Good,0.97652674
2025-01-07,2025-01-07_11_03_53_(18595)_mackerel_input.jpeg,(18595)_(2),2,[    0.93347     0.94727],Good,Good,0.9560381
2025-01-07,2025-01-07_11_11_32_(18626)_mackerel_input.jpeg,(18626)_(1),2,[    0.95089     0.94385],Good,Good,0.9744428
2025-01-07,2025-01-07_11_11_32_(18626)_mackerel_input.jpeg,(18626)_(2),2,[    0.95089     0.94385],Good,Good,0.98601073
2025-01-07,2025-01-07_11_12_43_(18633)_mackerel_input.jpeg,(18633)_(1),2,[    0.94826      0.9523],Good,Good,0.98966163
2025-01-07,2025-01-07_11_12_43_(18633)_mackerel_input.jpeg,(18633)_(2),2,[    0.94826      0.9523],Good,Good,0.97439224
2025-01-07,2025-01-07_10_59_55_(18576)_mackerel_input.jpeg,(18576)_(1),2,[    0.95419     0.95307],Good,Good,0.9741254
2025-01-07,2025-01-07_10_59_55_(18576)_mackerel_input.jpeg,(18576)_(2),2,[    0.95419     0.95307],Good,Good,0.98924196
2025-01-07,2025-01-07_11_09_54_(18617)_mackerel_input.jpeg,(18617)_(1),2,[    0.94862     0.95339],Good,Good,0.634256
2025-01-07,2025-01-07_11_09_54_(18617)_mackerel_input.jpeg,(18617)_(2),2,[    0.94862     0.95339],Good,Good,0.98077375
2025-01-07,2025-01-07_10_51_12_(18539)_mackerel_input.jpeg,(18539)_(1),2,[    0.95166     0.94738],Good,Good,0.98019224
2025-01-07,2025-01-07_10_51_12_(18539)_mackerel_input.jpeg,(18539)_(2),2,[    0.95166     0.94738],Good,Good,0.73684496
2025-01-07,2025-01-07_10_54_59_(18554)_mackerel_input.jpeg,(18554)_(1),2,[    0.95322     0.94184],Good,Good,0.98994625
